Year1,Theme1,Year2,Theme2,SetCount1,SetCount2,NormalizedDiff,Diff
1950,Basic Set,1958,Basic Set,1,1,50,0
1950,Basic Set,1959,Basic Set,1,1,50,0
1950,Basic Set,1965,Basic Set,1,2,49,-1
1950,Basic Set,1967,Basic Set,1,1,50,0
1950,Basic Set,1968,Basic Set,1,1,50,0
1950,Basic Set,1969,Basic Set,1,2,49,-1
1950,Basic Set,1973,Basic Set,1,1,50,0
1950,Basic Set,1974,Basic Set,1,1,50,0
1950,Basic Set,1976,Basic Set,1,1,50,0
1950,Basic Set,1977,Basic Set,1,1,50,0
1950,Basic Set,1980,Basic Set,1,1,50,0
1950,Basic Set,1981,Basic Set,1,1,50,0
1950,Basic Set,1982,Basic Set,1,3,49,-2
1950,Basic Set,1983,Basic Set,1,5,47,-4
1950,Basic Set,1984,Basic Set,1,4,48,-3
1950,Basic Set,1985,Basic Set,1,1,50,0
1950,Basic Set,1986,Basic Set,1,1,50,0
1950,Basic Set,1987,Basic Set,1,1,50,0
1950,Basic Set,1988,Basic Set,1,1,50,0
1950,Basic Set,1991,Basic Set,1,1,50,0
1950,Basic Set,1992,Basic Set,1,2,49,-1
1950,Basic Set,1993,Basic Set,1,2,49,-1
1950,Basic Set,1994,Basic Set,1,1,50,0
1950,Basic Set,1995,Basic Set,1,1,50,0
1950,Basic Set,1996,Basic Set,1,1,50,0
1950,Basic Set,1997,Basic Set,1,2,49,-1
1950,Basic Set,1998,Basic Set,1,5,47,-4
1950,Basic Set,1999,Basic Set,1,1,50,0
1950,Basic Set,2001,Basic Set,1,15,40,-14
1950,Basic Set,2002,Basic Set,1,11,43,-10
1950,Basic Set,2003,Basic Set,1,11,43,-10
1950,Basic Set,2004,Basic Set,1,14,41,-13
1950,Basic Set,2005,Basic Set,1,13,41,-12
1950,Basic Set,2006,Basic Set,1,17,39,-16
1950,Basic Set,2007,Basic Set,1,9,44,-8
1950,Basic Set,2008,Basic Set,1,9,44,-8
1950,Basic Set,2009,Basic Set,1,15,40,-14
1950,Basic Set,2010,Basic Set,1,11,43,-10
1950,Basic Set,2011,Basic Set,1,4,48,-3
1950,Basic Set,2012,Basic Set,1,2,49,-1
1950,Basic Set,2013,Basic Set,1,9,44,-8
1950,Basic Set,2014,Basic Set,1,2,49,-1
1950,Basic Set,2015,Basic Set,1,6,46,-5
1950,Basic Set,2016,Basic Set,1,1,50,0
1950,Supplemental,1953,Supplemental,6,4,51,2
1950,Supplemental,1954,Supplemental,6,12,46,-6
1950,Supplemental,1955,Supplemental,6,19,41,-13
1950,Supplemental,1956,Supplemental,6,7,49,-1
1950,Supplemental,1957,Supplemental,6,6,50,0
1950,Supplemental,1958,Supplemental,6,29,34,-23
1950,Supplemental,1959,Supplemental,6,2,53,4
1950,Supplemental,1960,Supplemental,6,1,54,5
1950,Supplemental,1961,Supplemental,6,12,46,-6
1950,Supplemental,1962,Supplemental,6,8,49,-2
1950,Supplemental,1963,Supplemental,6,9,48,-3
1950,Supplemental,1964,Supplemental,6,3,52,3
1950,Supplemental,1965,Supplemental,6,3,52,3
1950,Supplemental,1966,Supplemental,6,71,4,-65
1950,Supplemental,1967,Supplemental,6,6,50,0
1950,Supplemental,1968,Supplemental,6,1,54,5
1950,Supplemental,1969,Supplemental,6,37,28,-31
1950,Supplemental,1970,Supplemental,6,1,54,5
1950,Supplemental,1971,Supplemental,6,5,51,1
1950,Supplemental,1972,Supplemental,6,7,49,-1
1950,Supplemental,1973,Supplemental,6,12,46,-6
1950,Supplemental,1974,Supplemental,6,1,54,5
1950,Supplemental,1976,Supplemental,6,2,53,4
1950,Supplemental,1977,Supplemental,6,1,54,5
1950,Supplemental,1978,Supplemental,6,8,49,-2
1950,Supplemental,1979,Supplemental,6,6,50,0
1950,Supplemental,1980,Supplemental,6,20,40,-14
1950,Supplemental,1981,Supplemental,6,1,54,5
1950,Supplemental,1982,Supplemental,6,3,52,3
1950,Supplemental,1983,Supplemental,6,6,50,0
1950,Supplemental,1984,Supplemental,6,3,52,3
1950,Supplemental,1985,Supplemental,6,5,51,1
1950,Supplemental,1986,Supplemental,6,23,38,-17
1950,Supplemental,1987,Supplemental,6,2,53,4
1950,Supplemental,1988,Supplemental,6,7,49,-1
1950,Supplemental,1989,Supplemental,6,1,54,5
1950,Supplemental,1990,Supplemental,6,3,52,3
1950,Supplemental,1991,Supplemental,6,5,51,1
1950,Supplemental,1992,Supplemental,6,5,51,1
1950,Supplemental,1993,Supplemental,6,3,52,3
1950,Supplemental,1994,Supplemental,6,1,54,5
1950,Supplemental,1995,Supplemental,6,4,51,2
1950,Supplemental,1996,Supplemental,6,17,42,-11
1950,Supplemental,1997,Supplemental,6,7,49,-1
1950,Supplemental,1998,Supplemental,6,4,51,2
1950,Supplemental,1999,Supplemental,6,1,54,5
1950,Supplemental,2000,Supplemental,6,8,49,-2
1950,Supplemental,2001,Supplemental,6,2,53,4
1950,Supplemental,2002,Supplemental,6,6,50,0
1950,Supplemental,2003,Supplemental,6,2,53,4
1950,Supplemental,2004,Supplemental,6,9,48,-3
1950,Supplemental,2005,Supplemental,6,17,42,-11
1950,Supplemental,2006,Supplemental,6,6,50,0
1950,Supplemental,2007,Supplemental,6,5,51,1
1950,Supplemental,2008,Supplemental,6,11,46,-5
1950,Supplemental,2009,Supplemental,6,3,52,3
1950,Supplemental,2010,Supplemental,6,10,47,-4
1950,Supplemental,2014,Supplemental,6,3,52,3
1953,Supplemental,1950,Supplemental,4,6,49,-2
1953,Supplemental,1954,Supplemental,4,12,44,-8
1953,Supplemental,1955,Supplemental,4,19,39,-15
1953,Supplemental,1956,Supplemental,4,7,48,-3
1953,Supplemental,1957,Supplemental,4,6,49,-2
1953,Supplemental,1958,Supplemental,4,29,32,-25
1953,Supplemental,1959,Supplemental,4,2,51,2
1953,Supplemental,1960,Supplemental,4,1,52,3
1953,Supplemental,1961,Supplemental,4,12,44,-8
1953,Supplemental,1962,Supplemental,4,8,47,-4
1953,Supplemental,1963,Supplemental,4,9,46,-5
1953,Supplemental,1964,Supplemental,4,3,51,1
1953,Supplemental,1965,Supplemental,4,3,51,1
1953,Supplemental,1966,Supplemental,4,71,2,-67
1953,Supplemental,1967,Supplemental,4,6,49,-2
1953,Supplemental,1968,Supplemental,4,1,52,3
1953,Supplemental,1969,Supplemental,4,37,26,-33
1953,Supplemental,1970,Supplemental,4,1,52,3
1953,Supplemental,1971,Supplemental,4,5,49,-1
1953,Supplemental,1972,Supplemental,4,7,48,-3
1953,Supplemental,1973,Supplemental,4,12,44,-8
1953,Supplemental,1974,Supplemental,4,1,52,3
1953,Supplemental,1976,Supplemental,4,2,51,2
1953,Supplemental,1977,Supplemental,4,1,52,3
1953,Supplemental,1978,Supplemental,4,8,47,-4
1953,Supplemental,1979,Supplemental,4,6,49,-2
1953,Supplemental,1980,Supplemental,4,20,39,-16
1953,Supplemental,1981,Supplemental,4,1,52,3
1953,Supplemental,1982,Supplemental,4,3,51,1
1953,Supplemental,1983,Supplemental,4,6,49,-2
1953,Supplemental,1984,Supplemental,4,3,51,1
1953,Supplemental,1985,Supplemental,4,5,49,-1
1953,Supplemental,1986,Supplemental,4,23,36,-19
1953,Supplemental,1987,Supplemental,4,2,51,2
1953,Supplemental,1988,Supplemental,4,7,48,-3
1953,Supplemental,1989,Supplemental,4,1,52,3
1953,Supplemental,1990,Supplemental,4,3,51,1
1953,Supplemental,1991,Supplemental,4,5,49,-1
1953,Supplemental,1992,Supplemental,4,5,49,-1
1953,Supplemental,1993,Supplemental,4,3,51,1
1953,Supplemental,1994,Supplemental,4,1,52,3
1953,Supplemental,1995,Supplemental,4,4,50,0
1953,Supplemental,1996,Supplemental,4,17,41,-13
1953,Supplemental,1997,Supplemental,4,7,48,-3
1953,Supplemental,1998,Supplemental,4,4,50,0
1953,Supplemental,1999,Supplemental,4,1,52,3
1953,Supplemental,2000,Supplemental,4,8,47,-4
1953,Supplemental,2001,Supplemental,4,2,51,2
1953,Supplemental,2002,Supplemental,4,6,49,-2
1953,Supplemental,2003,Supplemental,4,2,51,2
1953,Supplemental,2004,Supplemental,4,9,46,-5
1953,Supplemental,2005,Supplemental,4,17,41,-13
1953,Supplemental,2006,Supplemental,4,6,49,-2
1953,Supplemental,2007,Supplemental,4,5,49,-1
1953,Supplemental,2008,Supplemental,4,11,45,-7
1953,Supplemental,2009,Supplemental,4,3,51,1
1953,Supplemental,2010,Supplemental,4,10,46,-6
1953,Supplemental,2014,Supplemental,4,3,51,1
1954,Supplemental,1950,Supplemental,12,6,54,6
1954,Supplemental,1953,Supplemental,12,4,56,8
1954,Supplemental,1955,Supplemental,12,19,45,-7
1954,Supplemental,1956,Supplemental,12,7,54,5
1954,Supplemental,1957,Supplemental,12,6,54,6
1954,Supplemental,1958,Supplemental,12,29,38,-17
1954,Supplemental,1959,Supplemental,12,2,57,10
1954,Supplemental,1960,Supplemental,12,1,58,11
1954,Supplemental,1961,Supplemental,12,12,50,0
1954,Supplemental,1962,Supplemental,12,8,53,4
1954,Supplemental,1963,Supplemental,12,9,52,3
1954,Supplemental,1964,Supplemental,12,3,56,9
1954,Supplemental,1965,Supplemental,12,3,56,9
1954,Supplemental,1966,Supplemental,12,71,8,-59
1954,Supplemental,1967,Supplemental,12,6,54,6
1954,Supplemental,1968,Supplemental,12,1,58,11
1954,Supplemental,1969,Supplemental,12,37,32,-25
1954,Supplemental,1970,Supplemental,12,1,58,11
1954,Supplemental,1971,Supplemental,12,5,55,7
1954,Supplemental,1972,Supplemental,12,7,54,5
1954,Supplemental,1973,Supplemental,12,12,50,0
1954,Supplemental,1974,Supplemental,12,1,58,11
1954,Supplemental,1976,Supplemental,12,2,57,10
1954,Supplemental,1977,Supplemental,12,1,58,11
1954,Supplemental,1978,Supplemental,12,8,53,4
1954,Supplemental,1979,Supplemental,12,6,54,6
1954,Supplemental,1980,Supplemental,12,20,44,-8
1954,Supplemental,1981,Supplemental,12,1,58,11
1954,Supplemental,1982,Supplemental,12,3,56,9
1954,Supplemental,1983,Supplemental,12,6,54,6
1954,Supplemental,1984,Supplemental,12,3,56,9
1954,Supplemental,1985,Supplemental,12,5,55,7
1954,Supplemental,1986,Supplemental,12,23,42,-11
1954,Supplemental,1987,Supplemental,12,2,57,10
1954,Supplemental,1988,Supplemental,12,7,54,5
1954,Supplemental,1989,Supplemental,12,1,58,11
1954,Supplemental,1990,Supplemental,12,3,56,9
1954,Supplemental,1991,Supplemental,12,5,55,7
1954,Supplemental,1992,Supplemental,12,5,55,7
1954,Supplemental,1993,Supplemental,12,3,56,9
1954,Supplemental,1994,Supplemental,12,1,58,11
1954,Supplemental,1995,Supplemental,12,4,56,8
1954,Supplemental,1996,Supplemental,12,17,46,-5
1954,Supplemental,1997,Supplemental,12,7,54,5
1954,Supplemental,1998,Supplemental,12,4,56,8
1954,Supplemental,1999,Supplemental,12,1,58,11
1954,Supplemental,2000,Supplemental,12,8,53,4
1954,Supplemental,2001,Supplemental,12,2,57,10
1954,Supplemental,2002,Supplemental,12,6,54,6
1954,Supplemental,2003,Supplemental,12,2,57,10
1954,Supplemental,2004,Supplemental,12,9,52,3
1954,Supplemental,2005,Supplemental,12,17,46,-5
1954,Supplemental,2006,Supplemental,12,6,54,6
1954,Supplemental,2007,Supplemental,12,5,55,7
1954,Supplemental,2008,Supplemental,12,11,51,1
1954,Supplemental,2009,Supplemental,12,3,56,9
1954,Supplemental,2010,Supplemental,12,10,51,2
1954,Supplemental,2014,Supplemental,12,3,56,9
1954,Town Plan,1955,Town Plan,1,6,46,-5
1954,Town Plan,1956,Town Plan,1,4,48,-3
1954,Town Plan,1957,Town Plan,1,8,45,-7
1954,Town Plan,1958,Town Plan,1,10,44,-9
1954,Town Plan,1959,Town Plan,1,1,50,0
1954,Town Plan,1961,Town Plan,1,1,50,0
1954,Town Plan,1962,Town Plan,1,2,49,-1
1954,Town Plan,1968,Town Plan,1,1,50,0
1954,Town Plan,2008,Town Plan,1,1,50,0
1955,Mosaic,2003,Mosaic,1,4,48,-3
1955,Mosaic,2007,Mosaic,1,2,49,-1
1955,Mosaic,2016,Mosaic,1,1,50,0
1955,Supplemental,1950,Supplemental,19,6,59,13
1955,Supplemental,1953,Supplemental,19,4,61,15
1955,Supplemental,1954,Supplemental,19,12,55,7
1955,Supplemental,1956,Supplemental,19,7,59,12
1955,Supplemental,1957,Supplemental,19,6,59,13
1955,Supplemental,1958,Supplemental,19,29,43,-10
1955,Supplemental,1959,Supplemental,19,2,62,17
1955,Supplemental,1960,Supplemental,19,1,63,18
1955,Supplemental,1961,Supplemental,19,12,55,7
1955,Supplemental,1962,Supplemental,19,8,58,11
1955,Supplemental,1963,Supplemental,19,9,57,10
1955,Supplemental,1964,Supplemental,19,3,61,16
1955,Supplemental,1965,Supplemental,19,3,61,16
1955,Supplemental,1966,Supplemental,19,71,13,-52
1955,Supplemental,1967,Supplemental,19,6,59,13
1955,Supplemental,1968,Supplemental,19,1,63,18
1955,Supplemental,1969,Supplemental,19,37,37,-18
1955,Supplemental,1970,Supplemental,19,1,63,18
1955,Supplemental,1971,Supplemental,19,5,60,14
1955,Supplemental,1972,Supplemental,19,7,59,12
1955,Supplemental,1973,Supplemental,19,12,55,7
1955,Supplemental,1974,Supplemental,19,1,63,18
1955,Supplemental,1976,Supplemental,19,2,62,17
1955,Supplemental,1977,Supplemental,19,1,63,18
1955,Supplemental,1978,Supplemental,19,8,58,11
1955,Supplemental,1979,Supplemental,19,6,59,13
1955,Supplemental,1980,Supplemental,19,20,49,-1
1955,Supplemental,1981,Supplemental,19,1,63,18
1955,Supplemental,1982,Supplemental,19,3,61,16
1955,Supplemental,1983,Supplemental,19,6,59,13
1955,Supplemental,1984,Supplemental,19,3,61,16
1955,Supplemental,1985,Supplemental,19,5,60,14
1955,Supplemental,1986,Supplemental,19,23,47,-4
1955,Supplemental,1987,Supplemental,19,2,62,17
1955,Supplemental,1988,Supplemental,19,7,59,12
1955,Supplemental,1989,Supplemental,19,1,63,18
1955,Supplemental,1990,Supplemental,19,3,61,16
1955,Supplemental,1991,Supplemental,19,5,60,14
1955,Supplemental,1992,Supplemental,19,5,60,14
1955,Supplemental,1993,Supplemental,19,3,61,16
1955,Supplemental,1994,Supplemental,19,1,63,18
1955,Supplemental,1995,Supplemental,19,4,61,15
1955,Supplemental,1996,Supplemental,19,17,51,2
1955,Supplemental,1997,Supplemental,19,7,59,12
1955,Supplemental,1998,Supplemental,19,4,61,15
1955,Supplemental,1999,Supplemental,19,1,63,18
1955,Supplemental,2000,Supplemental,19,8,58,11
1955,Supplemental,2001,Supplemental,19,2,62,17
1955,Supplemental,2002,Supplemental,19,6,59,13
1955,Supplemental,2003,Supplemental,19,2,62,17
1955,Supplemental,2004,Supplemental,19,9,57,10
1955,Supplemental,2005,Supplemental,19,17,51,2
1955,Supplemental,2006,Supplemental,19,6,59,13
1955,Supplemental,2007,Supplemental,19,5,60,14
1955,Supplemental,2008,Supplemental,19,11,56,8
1955,Supplemental,2009,Supplemental,19,3,61,16
1955,Supplemental,2010,Supplemental,19,10,56,9
1955,Supplemental,2014,Supplemental,19,3,61,16
1955,Town Plan,1954,Town Plan,6,1,54,5
1955,Town Plan,1956,Town Plan,6,4,51,2
1955,Town Plan,1957,Town Plan,6,8,49,-2
1955,Town Plan,1958,Town Plan,6,10,47,-4
1955,Town Plan,1959,Town Plan,6,1,54,5
1955,Town Plan,1961,Town Plan,6,1,54,5
1955,Town Plan,1962,Town Plan,6,2,53,4
1955,Town Plan,1968,Town Plan,6,1,54,5
1955,Town Plan,2008,Town Plan,6,1,54,5
1956,Supplemental,1950,Supplemental,7,6,51,1
1956,Supplemental,1953,Supplemental,7,4,52,3
1956,Supplemental,1954,Supplemental,7,12,46,-5
1956,Supplemental,1955,Supplemental,7,19,41,-12
1956,Supplemental,1957,Supplemental,7,6,51,1
1956,Supplemental,1958,Supplemental,7,29,34,-22
1956,Supplemental,1959,Supplemental,7,2,54,5
1956,Supplemental,1960,Supplemental,7,1,54,6
1956,Supplemental,1961,Supplemental,7,12,46,-5
1956,Supplemental,1962,Supplemental,7,8,49,-1
1956,Supplemental,1963,Supplemental,7,9,49,-2
1956,Supplemental,1964,Supplemental,7,3,53,4
1956,Supplemental,1965,Supplemental,7,3,53,4
1956,Supplemental,1966,Supplemental,7,71,4,-64
1956,Supplemental,1967,Supplemental,7,6,51,1
1956,Supplemental,1968,Supplemental,7,1,54,6
1956,Supplemental,1969,Supplemental,7,37,29,-30
1956,Supplemental,1970,Supplemental,7,1,54,6
1956,Supplemental,1971,Supplemental,7,5,51,2
1956,Supplemental,1972,Supplemental,7,7,50,0
1956,Supplemental,1973,Supplemental,7,12,46,-5
1956,Supplemental,1974,Supplemental,7,1,54,6
1956,Supplemental,1976,Supplemental,7,2,54,5
1956,Supplemental,1977,Supplemental,7,1,54,6
1956,Supplemental,1978,Supplemental,7,8,49,-1
1956,Supplemental,1979,Supplemental,7,6,51,1
1956,Supplemental,1980,Supplemental,7,20,41,-13
1956,Supplemental,1981,Supplemental,7,1,54,6
1956,Supplemental,1982,Supplemental,7,3,53,4
1956,Supplemental,1983,Supplemental,7,6,51,1
1956,Supplemental,1984,Supplemental,7,3,53,4
1956,Supplemental,1985,Supplemental,7,5,51,2
1956,Supplemental,1986,Supplemental,7,23,39,-16
1956,Supplemental,1987,Supplemental,7,2,54,5
1956,Supplemental,1988,Supplemental,7,7,50,0
1956,Supplemental,1989,Supplemental,7,1,54,6
1956,Supplemental,1990,Supplemental,7,3,53,4
1956,Supplemental,1991,Supplemental,7,5,51,2
1956,Supplemental,1992,Supplemental,7,5,51,2
1956,Supplemental,1993,Supplemental,7,3,53,4
1956,Supplemental,1994,Supplemental,7,1,54,6
1956,Supplemental,1995,Supplemental,7,4,52,3
1956,Supplemental,1996,Supplemental,7,17,43,-10
1956,Supplemental,1997,Supplemental,7,7,50,0
1956,Supplemental,1998,Supplemental,7,4,52,3
1956,Supplemental,1999,Supplemental,7,1,54,6
1956,Supplemental,2000,Supplemental,7,8,49,-1
1956,Supplemental,2001,Supplemental,7,2,54,5
1956,Supplemental,2002,Supplemental,7,6,51,1
1956,Supplemental,2003,Supplemental,7,2,54,5
1956,Supplemental,2004,Supplemental,7,9,49,-2
1956,Supplemental,2005,Supplemental,7,17,43,-10
1956,Supplemental,2006,Supplemental,7,6,51,1
1956,Supplemental,2007,Supplemental,7,5,51,2
1956,Supplemental,2008,Supplemental,7,11,47,-4
1956,Supplemental,2009,Supplemental,7,3,53,4
1956,Supplemental,2010,Supplemental,7,10,48,-3
1956,Supplemental,2014,Supplemental,7,3,53,4
1956,Town Plan,1954,Town Plan,4,1,52,3
1956,Town Plan,1955,Town Plan,4,6,49,-2
1956,Town Plan,1957,Town Plan,4,8,47,-4
1956,Town Plan,1958,Town Plan,4,10,46,-6
1956,Town Plan,1959,Town Plan,4,1,52,3
1956,Town Plan,1961,Town Plan,4,1,52,3
1956,Town Plan,1962,Town Plan,4,2,51,2
1956,Town Plan,1968,Town Plan,4,1,52,3
1956,Town Plan,2008,Town Plan,4,1,52,3
1957,Supplemental,1950,Supplemental,6,6,50,0
1957,Supplemental,1953,Supplemental,6,4,51,2
1957,Supplemental,1954,Supplemental,6,12,46,-6
1957,Supplemental,1955,Supplemental,6,19,41,-13
1957,Supplemental,1956,Supplemental,6,7,49,-1
1957,Supplemental,1958,Supplemental,6,29,34,-23
1957,Supplemental,1959,Supplemental,6,2,53,4
1957,Supplemental,1960,Supplemental,6,1,54,5
1957,Supplemental,1961,Supplemental,6,12,46,-6
1957,Supplemental,1962,Supplemental,6,8,49,-2
1957,Supplemental,1963,Supplemental,6,9,48,-3
1957,Supplemental,1964,Supplemental,6,3,52,3
1957,Supplemental,1965,Supplemental,6,3,52,3
1957,Supplemental,1966,Supplemental,6,71,4,-65
1957,Supplemental,1967,Supplemental,6,6,50,0
1957,Supplemental,1968,Supplemental,6,1,54,5
1957,Supplemental,1969,Supplemental,6,37,28,-31
1957,Supplemental,1970,Supplemental,6,1,54,5
1957,Supplemental,1971,Supplemental,6,5,51,1
1957,Supplemental,1972,Supplemental,6,7,49,-1
1957,Supplemental,1973,Supplemental,6,12,46,-6
1957,Supplemental,1974,Supplemental,6,1,54,5
1957,Supplemental,1976,Supplemental,6,2,53,4
1957,Supplemental,1977,Supplemental,6,1,54,5
1957,Supplemental,1978,Supplemental,6,8,49,-2
1957,Supplemental,1979,Supplemental,6,6,50,0
1957,Supplemental,1980,Supplemental,6,20,40,-14
1957,Supplemental,1981,Supplemental,6,1,54,5
1957,Supplemental,1982,Supplemental,6,3,52,3
1957,Supplemental,1983,Supplemental,6,6,50,0
1957,Supplemental,1984,Supplemental,6,3,52,3
1957,Supplemental,1985,Supplemental,6,5,51,1
1957,Supplemental,1986,Supplemental,6,23,38,-17
1957,Supplemental,1987,Supplemental,6,2,53,4
1957,Supplemental,1988,Supplemental,6,7,49,-1
1957,Supplemental,1989,Supplemental,6,1,54,5
1957,Supplemental,1990,Supplemental,6,3,52,3
1957,Supplemental,1991,Supplemental,6,5,51,1
1957,Supplemental,1992,Supplemental,6,5,51,1
1957,Supplemental,1993,Supplemental,6,3,52,3
1957,Supplemental,1994,Supplemental,6,1,54,5
1957,Supplemental,1995,Supplemental,6,4,51,2
1957,Supplemental,1996,Supplemental,6,17,42,-11
1957,Supplemental,1997,Supplemental,6,7,49,-1
1957,Supplemental,1998,Supplemental,6,4,51,2
1957,Supplemental,1999,Supplemental,6,1,54,5
1957,Supplemental,2000,Supplemental,6,8,49,-2
1957,Supplemental,2001,Supplemental,6,2,53,4
1957,Supplemental,2002,Supplemental,6,6,50,0
1957,Supplemental,2003,Supplemental,6,2,53,4
1957,Supplemental,2004,Supplemental,6,9,48,-3
1957,Supplemental,2005,Supplemental,6,17,42,-11
1957,Supplemental,2006,Supplemental,6,6,50,0
1957,Supplemental,2007,Supplemental,6,5,51,1
1957,Supplemental,2008,Supplemental,6,11,46,-5
1957,Supplemental,2009,Supplemental,6,3,52,3
1957,Supplemental,2010,Supplemental,6,10,47,-4
1957,Supplemental,2014,Supplemental,6,3,52,3
1957,Town Plan,1954,Town Plan,8,1,55,7
1957,Town Plan,1955,Town Plan,8,6,51,2
1957,Town Plan,1956,Town Plan,8,4,53,4
1957,Town Plan,1958,Town Plan,8,10,49,-2
1957,Town Plan,1959,Town Plan,8,1,55,7
1957,Town Plan,1961,Town Plan,8,1,55,7
1957,Town Plan,1962,Town Plan,8,2,54,6
1957,Town Plan,1968,Town Plan,8,1,55,7
1957,Town Plan,2008,Town Plan,8,1,55,7
1958,Basic Set,1950,Basic Set,1,1,50,0
1958,Basic Set,1959,Basic Set,1,1,50,0
1958,Basic Set,1965,Basic Set,1,2,49,-1
1958,Basic Set,1967,Basic Set,1,1,50,0
1958,Basic Set,1968,Basic Set,1,1,50,0
1958,Basic Set,1969,Basic Set,1,2,49,-1
1958,Basic Set,1973,Basic Set,1,1,50,0
1958,Basic Set,1974,Basic Set,1,1,50,0
1958,Basic Set,1976,Basic Set,1,1,50,0
1958,Basic Set,1977,Basic Set,1,1,50,0
1958,Basic Set,1980,Basic Set,1,1,50,0
1958,Basic Set,1981,Basic Set,1,1,50,0
1958,Basic Set,1982,Basic Set,1,3,49,-2
1958,Basic Set,1983,Basic Set,1,5,47,-4
1958,Basic Set,1984,Basic Set,1,4,48,-3
1958,Basic Set,1985,Basic Set,1,1,50,0
1958,Basic Set,1986,Basic Set,1,1,50,0
1958,Basic Set,1987,Basic Set,1,1,50,0
1958,Basic Set,1988,Basic Set,1,1,50,0
1958,Basic Set,1991,Basic Set,1,1,50,0
1958,Basic Set,1992,Basic Set,1,2,49,-1
1958,Basic Set,1993,Basic Set,1,2,49,-1
1958,Basic Set,1994,Basic Set,1,1,50,0
1958,Basic Set,1995,Basic Set,1,1,50,0
1958,Basic Set,1996,Basic Set,1,1,50,0
1958,Basic Set,1997,Basic Set,1,2,49,-1
1958,Basic Set,1998,Basic Set,1,5,47,-4
1958,Basic Set,1999,Basic Set,1,1,50,0
1958,Basic Set,2001,Basic Set,1,15,40,-14
1958,Basic Set,2002,Basic Set,1,11,43,-10
1958,Basic Set,2003,Basic Set,1,11,43,-10
1958,Basic Set,2004,Basic Set,1,14,41,-13
1958,Basic Set,2005,Basic Set,1,13,41,-12
1958,Basic Set,2006,Basic Set,1,17,39,-16
1958,Basic Set,2007,Basic Set,1,9,44,-8
1958,Basic Set,2008,Basic Set,1,9,44,-8
1958,Basic Set,2009,Basic Set,1,15,40,-14
1958,Basic Set,2010,Basic Set,1,11,43,-10
1958,Basic Set,2011,Basic Set,1,4,48,-3
1958,Basic Set,2012,Basic Set,1,2,49,-1
1958,Basic Set,2013,Basic Set,1,9,44,-8
1958,Basic Set,2014,Basic Set,1,2,49,-1
1958,Basic Set,2015,Basic Set,1,6,46,-5
1958,Basic Set,2016,Basic Set,1,1,50,0
1958,Supplemental,1950,Supplemental,29,6,66,23
1958,Supplemental,1953,Supplemental,29,4,68,25
1958,Supplemental,1954,Supplemental,29,12,62,17
1958,Supplemental,1955,Supplemental,29,19,57,10
1958,Supplemental,1956,Supplemental,29,7,66,22
1958,Supplemental,1957,Supplemental,29,6,66,23
1958,Supplemental,1959,Supplemental,29,2,69,27
1958,Supplemental,1960,Supplemental,29,1,70,28
1958,Supplemental,1961,Supplemental,29,12,62,17
1958,Supplemental,1962,Supplemental,29,8,65,21
1958,Supplemental,1963,Supplemental,29,9,64,20
1958,Supplemental,1964,Supplemental,29,3,69,26
1958,Supplemental,1965,Supplemental,29,3,69,26
1958,Supplemental,1966,Supplemental,29,71,20,-42
1958,Supplemental,1967,Supplemental,29,6,66,23
1958,Supplemental,1968,Supplemental,29,1,70,28
1958,Supplemental,1969,Supplemental,29,37,44,-8
1958,Supplemental,1970,Supplemental,29,1,70,28
1958,Supplemental,1971,Supplemental,29,5,67,24
1958,Supplemental,1972,Supplemental,29,7,66,22
1958,Supplemental,1973,Supplemental,29,12,62,17
1958,Supplemental,1974,Supplemental,29,1,70,28
1958,Supplemental,1976,Supplemental,29,2,69,27
1958,Supplemental,1977,Supplemental,29,1,70,28
1958,Supplemental,1978,Supplemental,29,8,65,21
1958,Supplemental,1979,Supplemental,29,6,66,23
1958,Supplemental,1980,Supplemental,29,20,56,9
1958,Supplemental,1981,Supplemental,29,1,70,28
1958,Supplemental,1982,Supplemental,29,3,69,26
1958,Supplemental,1983,Supplemental,29,6,66,23
1958,Supplemental,1984,Supplemental,29,3,69,26
1958,Supplemental,1985,Supplemental,29,5,67,24
1958,Supplemental,1986,Supplemental,29,23,54,6
1958,Supplemental,1987,Supplemental,29,2,69,27
1958,Supplemental,1988,Supplemental,29,7,66,22
1958,Supplemental,1989,Supplemental,29,1,70,28
1958,Supplemental,1990,Supplemental,29,3,69,26
1958,Supplemental,1991,Supplemental,29,5,67,24
1958,Supplemental,1992,Supplemental,29,5,67,24
1958,Supplemental,1993,Supplemental,29,3,69,26
1958,Supplemental,1994,Supplemental,29,1,70,28
1958,Supplemental,1995,Supplemental,29,4,68,25
1958,Supplemental,1996,Supplemental,29,17,59,12
1958,Supplemental,1997,Supplemental,29,7,66,22
1958,Supplemental,1998,Supplemental,29,4,68,25
1958,Supplemental,1999,Supplemental,29,1,70,28
1958,Supplemental,2000,Supplemental,29,8,65,21
1958,Supplemental,2001,Supplemental,29,2,69,27
1958,Supplemental,2002,Supplemental,29,6,66,23
1958,Supplemental,2003,Supplemental,29,2,69,27
1958,Supplemental,2004,Supplemental,29,9,64,20
1958,Supplemental,2005,Supplemental,29,17,59,12
1958,Supplemental,2006,Supplemental,29,6,66,23
1958,Supplemental,2007,Supplemental,29,5,67,24
1958,Supplemental,2008,Supplemental,29,11,63,18
